"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"211"	"ES_Adultos"	"GO:0070664"	"negative regulation of leukocyte proliferation"	"20/1136"	"96/18870"	8.92173776709574e-07	2.26017356766425e-05	1.76109289858762e-05	"8764/6375/57162/1493/941/604/3558/836/84868/7940/27242/7128/3620/29126/51083/2615/3559/384/3965/259307"	20
"212"	"ES_Adultos"	"GO:0007080"	"mitotic metaphase chromosome alignment"	"15/1136"	"57/18870"	9.08103828888406e-07	2.28962671549115e-05	1.78404234380771e-05	"55143/11004/84722/83540/9928/1062/891/3833/81930/113130/81620/9212/3837/332/10403"	15
"213"	"ES_Adultos"	"GO:0001562"	"response to protozoan"	"11/1136"	"31/18870"	9.92968515536069e-07	2.49178891634523e-05	1.94156405867976e-05	"2633/2634/115361/163351/1130/3662/8870/283234/10538/3394/602"	11
"214"	"ES_Adultos"	"GO:0002705"	"positive regulation of leukocyte mediated immunity"	"26/1136"	"151/18870"	1.1151385232804e-06	2.78522861213695e-05	2.17020781056496e-05	"149233/6375/7292/91543/8809/3329/7855/4292/7037/7468/3558/59067/3565/4049/7124/6891/80328/80329/7186/9188/3902/5027/79915/718/3594/5817"	26
"215"	"ES_Adultos"	"GO:0030098"	"lymphocyte differentiation"	"52/1136"	"429/18870"	1.17739411917842e-06	2.92697977291083e-05	2.28065816100571e-05	"3604/80149/8503/149233/64218/7292/11221/91543/3398/84695/8809/1493/7855/941/604/3558/59067/5734/3659/3565/1958/972/27166/3662/9308/639/4602/9734/1021/2146/1960/6363/4783/3601/3559/3902/57379/3458/10673/10538/7301/8651/3394/2175/3965/9021/596/3594/602/5971/259307/3956"	52
"216"	"ES_Adultos"	"GO:0006760"	"folic acid-containing compound metabolic process"	"10/1136"	"26/18870"	1.31419804142108e-06	3.25187608388843e-05	2.53381242943266e-05	"10797/1719/25902/8836/6472/2643/4522/7298/573971/6573"	10
"217"	"ES_Adultos"	"GO:0002312"	"B cell activation involved in immune response"	"19/1136"	"90/18870"	1.34626096695124e-06	3.3157909000836e-05	2.58361388296977e-05	"7292/9156/3329/4292/10039/604/7037/7468/3558/59067/3565/57379/7374/10538/3394/79915/9466/602/3956"	19
"218"	"ES_Adultos"	"GO:0071900"	"regulation of protein serine/threonine kinase activity"	"39/1136"	"285/18870"	1.35537021408244e-06	3.32284310549242e-05	2.58910885425983e-05	"1031/84722/11221/5899/8536/993/57493/7345/890/2247/891/995/81848/7124/1026/7422/5154/2146/9134/10221/1029/3301/6363/7186/595/894/3458/8600/10979/1033/4331/9133/641/899/9088/5347/990/8792/898"	39
"219"	"ES_Adultos"	"GO:0046637"	"regulation of alpha-beta T cell differentiation"	"17/1136"	"74/18870"	1.39078563027529e-06	3.39402731791952e-05	2.64457451087596e-05	"80149/149233/7292/84695/941/604/3558/3565/3662/9308/639/6363/3458/10538/8651/3965/3594"	17
"220"	"ES_Adultos"	"GO:0046653"	"tetrahydrofolate metabolic process"	"8/1136"	"16/18870"	1.40288480630286e-06	3.40792108197772e-05	2.65540032070207e-05	"10797/1719/25902/6472/2643/4522/7298/573971"	8
"221"	"ES_Adultos"	"GO:1902751"	"positive regulation of cell cycle G2/M phase transition"	"11/1136"	"32/18870"	1.43099651375145e-06	3.46040975143533e-05	2.69629869433169e-05	"8444/51514/993/891/995/6240/595/983/1019/3306/79915"	11
"222"	"ES_Adultos"	"GO:0002823"	"negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	"15/1136"	"59/18870"	1.46605441385022e-06	3.52914456184759e-05	2.74985581411868e-05	"80149/6375/7292/725/84695/10039/941/604/3558/3565/84868/196/9466/634/259307"	15
"223"	"ES_Adultos"	"GO:0090231"	"regulation of spindle checkpoint"	"9/1136"	"21/18870"	1.52945325681975e-06	3.6324514849469e-05	2.8303509987576e-05	"55143/348654/4085/891/7517/57082/9212/332/10403"	9
"224"	"ES_Adultos"	"GO:0090266"	"regulation of mitotic cell cycle spindle assembly checkpoint"	"9/1136"	"21/18870"	1.52945325681975e-06	3.6324514849469e-05	2.8303509987576e-05	"55143/348654/4085/891/7517/57082/9212/332/10403"	9
"225"	"ES_Adultos"	"GO:1903504"	"regulation of mitotic spindle checkpoint"	"9/1136"	"21/18870"	1.52945325681975e-06	3.6324514849469e-05	2.8303509987576e-05	"55143/348654/4085/891/7517/57082/9212/332/10403"	9
"226"	"ES_Adultos"	"GO:0051054"	"positive regulation of DNA metabolic process"	"40/1136"	"298/18870"	1.63347577198151e-06	3.86226271419628e-05	3.00941641640383e-05	"7292/4751/1545/4292/10039/5984/7037/7468/890/3558/2247/22948/3565/3182/7124/3326/5558/6950/908/5982/79075/79733/983/1763/2305/10635/1017/79035/8914/144455/5985/5983/8110/3320/5888/81620/9212/79915/672/10856"	40
"227"	"ES_Adultos"	"GO:0044773"	"mitotic DNA damage checkpoint signaling"	"18/1136"	"83/18870"	1.68328382789259e-06	3.96242033822504e-05	3.08745771506336e-05	"63967/4582/51514/51776/8870/1026/595/1111/983/1017/54962/90381/641/5347/672/146956/51512/29980"	18
"228"	"ES_Adultos"	"GO:0090232"	"positive regulation of spindle checkpoint"	"7/1136"	"12/18870"	1.70530807716139e-06	3.97905218004324e-05	3.10041699347255e-05	"55143/348654/4085/7517/9212/332/10403"	7
"229"	"ES_Adultos"	"GO:0090267"	"positive regulation of mitotic cell cycle spindle assembly checkpoint"	"7/1136"	"12/18870"	1.70530807716139e-06	3.97905218004324e-05	3.10041699347255e-05	"55143/348654/4085/7517/9212/332/10403"	7
"230"	"ES_Adultos"	"GO:0045785"	"positive regulation of cell adhesion"	"56/1136"	"482/18870"	1.77597323631141e-06	4.1110178965508e-05	3.20324267443946e-05	"8784/8764/149233/1435/6375/7292/11221/3329/3485/11148/941/604/7037/10563/3558/59067/3673/3565/972/84868/8728/9308/7124/3112/7422/1021/857/1960/3717/29126/6363/8013/54566/283234/3559/1326/3458/3479/6541/8600/10673/10979/80381/8651/463/708/3965/10148/970/8740/6370/3594/5329/259307/3976/3956"	56
"231"	"ES_Adultos"	"GO:0007259"	"receptor signaling pathway via JAK-STAT"	"28/1136"	"174/18870"	1.7773197673058e-06	4.1110178965508e-05	3.20324267443946e-05	"8784/149233/1545/6772/83666/54625/3558/59067/3562/1437/3567/3596/3565/7124/857/3717/1270/3601/22876/3458/8835/3479/8651/6776/9021/602/3976/5008"	28
"232"	"ES_Adultos"	"GO:0002763"	"positive regulation of myeloid leukocyte differentiation"	"15/1136"	"60/18870"	1.84682840591717e-06	4.2533017833244e-05	3.31410811688395e-05	"149233/1435/3398/3567/972/7124/169200/7071/10221/3458/54997/8600/2353/2242/3976"	15
"233"	"ES_Adultos"	"GO:0050777"	"negative regulation of immune response"	"31/1136"	"205/18870"	1.9904621563896e-06	4.56433563447961e-05	3.55646096726963e-05	"8764/80149/6375/7292/725/11221/84695/10039/941/54625/604/3558/3565/84868/115004/7128/196/6737/710/10906/4940/384/7301/84166/9212/3965/9466/634/259307/11274/64092"	31
"234"	"ES_Adultos"	"GO:0016445"	"somatic diversification of immunoglobulins"	"16/1136"	"68/18870"	2.01545732640546e-06	4.59968770649648e-05	3.58400676457918e-05	"7292/9156/3329/4292/10039/10721/604/7037/7468/3558/3565/57379/7374/10538/79915/9466"	16
"235"	"ES_Adultos"	"GO:0050871"	"positive regulation of B cell activation"	"18/1136"	"84/18870"	2.02317090849657e-06	4.59968770649648e-05	3.58400676457918e-05	"7293/7292/57162/4292/604/7037/7468/952/3558/59067/3567/3596/3565/972/1026/10673/79915/596"	18
"236"	"ES_Adultos"	"GO:0007098"	"centrosome cycle"	"24/1136"	"138/18870"	2.37877377341751e-06	5.38513892535368e-05	4.19601841868674e-05	"6491/6566/4751/348654/151648/10733/7516/54875/1111/983/3832/1017/675/7517/9768/2242/899/5347/146849/672/10403/284403/22809/5902"	24
"237"	"ES_Adultos"	"GO:0036297"	"interstrand cross-link repair"	"12/1136"	"40/18870"	2.47494721705974e-06	5.56391989744068e-05	4.33532183540194e-05	"378708/64858/55120/55247/2189/10635/7517/5888/55215/2175/201254/91442"	12
"238"	"ES_Adultos"	"GO:2000573"	"positive regulation of DNA biosynthetic process"	"16/1136"	"69/18870"	2.47866356333354e-06	5.56391989744068e-05	4.33532183540194e-05	"4751/1545/5984/890/2247/22948/7124/3326/6950/908/5982/79075/5985/5983/3320/9212"	16
"239"	"ES_Adultos"	"GO:0051382"	"kinetochore assembly"	"8/1136"	"17/18870"	2.50979360126412e-06	5.61012687341392e-05	4.37132560892442e-05	"1063/1058/1062/64946/387103/9735/9787/201254"	8
"240"	"ES_Adultos"	"GO:1903706"	"regulation of hemopoiesis"	"50/1136"	"417/18870"	2.57929510619671e-06	5.74135981797762e-05	4.4735803251278e-05	"80149/149233/1435/7292/11221/3398/84695/6772/1493/9290/941/604/3558/3148/3659/3567/3565/972/27166/3662/9308/7124/639/4602/1021/1960/169200/7071/10221/6363/56834/3601/3559/3902/3458/54997/8600/4792/2353/10538/2242/8651/2175/3965/6348/3594/634/3276/259307/3976"	50
"241"	"ES_Adultos"	"GO:0071353"	"cellular response to interleukin-4"	"11/1136"	"34/18870"	2.83829673396458e-06	6.29155776028815e-05	4.9022862010318e-05	"6375/285180/54625/4171/3565/3326/4783/10376/1019/6776/2194"	11
"242"	"ES_Adultos"	"GO:0042832"	"defense response to protozoan"	"10/1136"	"28/18870"	2.90649828590795e-06	6.41600451495032e-05	4.99925322118607e-05	"2633/2634/115361/163351/1130/3662/283234/10538/3394/602"	10
"243"	"ES_Adultos"	"GO:0002200"	"somatic diversification of immune receptors"	"17/1136"	"78/18870"	3.02528786363299e-06	6.65063282418492e-05	5.18207203435699e-05	"7292/9156/3329/4292/10039/10721/604/7037/7468/3558/3148/3565/57379/7374/10538/79915/9466"	17
"244"	"ES_Adultos"	"GO:0002520"	"immune system development"	"30/1136"	"199/18870"	3.08968212966115e-06	6.76424235794128e-05	5.27059485666259e-05	"7292/9156/3329/1233/4292/10039/10721/604/7037/7468/3558/3148/3565/84868/4049/7128/3620/29126/3559/4791/57379/7374/10538/9133/3965/79915/8792/596/9466/602"	30
"245"	"ES_Adultos"	"GO:0045066"	"regulatory T cell differentiation"	"12/1136"	"41/18870"	3.30835472746e-06	7.21329801233081e-05	5.62049219876509e-05	"7292/11221/1493/604/3558/3659/3902/3458/8651/2175/3965/259307"	12
"246"	"ES_Adultos"	"GO:0042088"	"T-helper 1 type immune response"	"13/1136"	"48/18870"	3.4010070942066e-06	7.38504397599147e-05	5.75431404381765e-05	"149233/64218/6375/7292/8809/941/84868/6363/10148/9466/3594/602/5971"	13
"247"	"ES_Adultos"	"GO:0044771"	"meiotic cell cycle phase transition"	"7/1136"	"13/18870"	3.5021518560893e-06	7.57375929853459e-05	5.90135815544701e-05	"991/993/995/7272/9133/9088/10403"	7
"248"	"ES_Adultos"	"GO:0016447"	"somatic recombination of immunoglobulin gene segments"	"15/1136"	"63/18870"	3.57639067000898e-06	7.7029952892501e-05	6.00205687555736e-05	"7292/9156/3329/4292/10039/604/7037/7468/3558/3565/57379/7374/10538/79915/9466"	15
"249"	"ES_Adultos"	"GO:0002834"	"regulation of response to tumor cell"	"9/1136"	"23/18870"	3.81017205950081e-06	8.17343361150981e-05	6.36861526753574e-05	"3329/84868/196/1687/29126/1612/634/5817/259307"	9
"250"	"ES_Adultos"	"GO:0000281"	"mitotic cytokinesis"	"18/1136"	"88/18870"	4.09289485659662e-06	8.67655784963958e-05	6.76064202846867e-05	"3925/55143/389/128239/1058/1894/10112/54443/55165/29127/9700/11113/51203/9493/5347/9212/4628/332"	18
"251"	"ES_Adultos"	"GO:0050672"	"negative regulation of lymphocyte proliferation"	"18/1136"	"88/18870"	4.09289485659662e-06	8.67655784963958e-05	6.76064202846867e-05	"8764/6375/57162/1493/941/3558/836/84868/7940/27242/3620/29126/51083/2615/3559/384/3965/259307"	18
"252"	"ES_Adultos"	"GO:0001666"	"response to hypoxia"	"39/1136"	"298/18870"	4.09363913582619e-06	8.67655784963958e-05	6.76064202846867e-05	"2023/205/4000/5743/5664/2034/3099/4929/7037/952/890/836/7015/3673/1958/8614/4049/7124/7422/2030/4602/51142/857/29923/5327/29988/79723/84890/54541/5328/112399/2353/1543/3291/83990/5366/596/3976/875"	39
"253"	"ES_Adultos"	"GO:1901978"	"positive regulation of cell cycle checkpoint"	"8/1136"	"18/18870"	4.27895125597003e-06	9.03334154038117e-05	7.03864245865078e-05	"55143/348654/51776/4085/7517/9212/332/10403"	8
"254"	"ES_Adultos"	"GO:0042092"	"type 2 immune response"	"12/1136"	"42/18870"	4.37935279575372e-06	9.20799203662227e-05	7.17472747135309e-05	"6375/7292/91543/604/3565/972/4602/3620/384/10538/9466/602"	12
"255"	"ES_Adultos"	"GO:0002712"	"regulation of B cell mediated immunity"	"15/1136"	"64/18870"	4.41360520552383e-06	9.20799203662227e-05	7.17472747135309e-05	"6375/7292/725/4292/10039/604/7037/7468/3558/3565/4049/7124/79915/718/9466"	15
"256"	"ES_Adultos"	"GO:0002889"	"regulation of immunoglobulin mediated immune response"	"15/1136"	"64/18870"	4.41360520552383e-06	9.20799203662227e-05	7.17472747135309e-05	"6375/7292/725/4292/10039/604/7037/7468/3558/3565/4049/7124/79915/718/9466"	15
"257"	"ES_Adultos"	"GO:0002562"	"somatic diversification of immune receptors via germline recombination within a single locus"	"16/1136"	"72/18870"	4.4958399592932e-06	9.3065636511439e-05	7.25153297550548e-05	"7292/9156/3329/4292/10039/604/7037/7468/3558/3148/3565/57379/7374/10538/79915/9466"	16
"258"	"ES_Adultos"	"GO:0016444"	"somatic cell DNA recombination"	"16/1136"	"72/18870"	4.4958399592932e-06	9.3065636511439e-05	7.25153297550548e-05	"7292/9156/3329/4292/10039/604/7037/7468/3558/3148/3565/57379/7374/10538/79915/9466"	16
"259"	"ES_Adultos"	"GO:0032945"	"negative regulation of mononuclear cell proliferation"	"18/1136"	"89/18870"	4.8453745453566e-06	9.99123743461129e-05	7.78502038335957e-05	"8764/6375/57162/1493/941/3558/836/84868/7940/27242/3620/29126/51083/2615/3559/384/3965/259307"	18
"260"	"ES_Adultos"	"GO:0048144"	"fibroblast proliferation"	"20/1136"	"107/18870"	5.24644387155785e-06	0.000107764793037404	8.3968689153403e-05	"5052/1163/890/891/3596/972/4049/1026/4602/5154/1021/857/1164/79733/983/1019/3479/990/8877/3976"	20
"261"	"ES_Adultos"	"GO:0070670"	"response to interleukin-4"	"11/1136"	"36/18870"	5.33208845639024e-06	0.000109102733030754	8.50111916650396e-05	"6375/285180/54625/4171/3565/3326/4783/10376/1019/6776/2194"	11
"262"	"ES_Adultos"	"GO:0045622"	"regulation of T-helper cell differentiation"	"12/1136"	"43/18870"	5.7437584024429e-06	0.000117075841766269	9.12237168333138e-05	"80149/149233/7292/84695/941/604/3558/3565/3662/6363/10538/3594"	12
"263"	"ES_Adultos"	"GO:2000278"	"regulation of DNA biosynthetic process"	"21/1136"	"117/18870"	5.99809565572288e-06	0.000121335897719149	9.45430876964798e-05	"4751/1545/10039/5984/890/2247/22948/7124/1026/3326/6950/908/5982/79075/1111/5985/5983/7027/3320/80119/9212"	21
"264"	"ES_Adultos"	"GO:0002709"	"regulation of T cell mediated immunity"	"19/1136"	"99/18870"	5.99837238724365e-06	0.000121335897719149	9.45430876964798e-05	"149233/6375/7292/91543/8809/3329/7855/941/3565/6891/80328/80329/196/7186/5027/3594/634/5817/259307"	19
"265"	"ES_Adultos"	"GO:0072331"	"signal transduction by p53 class mediator"	"27/1136"	"175/18870"	6.10782954529183e-06	0.00012308201962482	9.5903639351512e-05	"7161/1870/4582/23612/8444/200734/972/55003/1026/84154/6446/23246/1111/54541/2305/144455/675/10419/10538/3090/1984/9212/79915/5366/596/602/51512"	27
"266"	"ES_Adultos"	"GO:0051231"	"spindle elongation"	"7/1136"	"14/18870"	6.63935596117226e-06	0.000132787119223445	0.000103465705481189	"55143/3832/29127/9493/9055/9212/332"	7
"267"	"ES_Adultos"	"GO:0051255"	"spindle midzone assembly"	"7/1136"	"14/18870"	6.63935596117226e-06	0.000132787119223445	0.000103465705481189	"55143/4292/29127/9493/9055/9212/332"	7
"268"	"ES_Adultos"	"GO:0000723"	"telomere maintenance"	"25/1136"	"156/18870"	6.74894324419249e-06	0.00013447332606406	0.000104779572227991	"64858/4751/9156/10039/7015/22948/55651/3326/6950/6119/908/9134/9401/2237/1763/79035/675/3320/7517/5888/80119/641/9212/898/10856"	25
"269"	"ES_Adultos"	"GO:0071674"	"mononuclear cell migration"	"30/1136"	"207/18870"	6.95563892811708e-06	0.000138074623498444	0.000107585648463963	"8764/1435/6846/6375/6364/4345/3627/6373/10563/3565/7124/64005/6363/8600/23143/51676/6367/708/3965/6346/6348/6351/6349/8792/8740/6370/3383/9466/58494/7226"	30
"270"	"ES_Adultos"	"GO:0007095"	"mitotic G2 DNA damage checkpoint signaling"	"11/1136"	"37/18870"	7.17715545812968e-06	0.000141942256644052	0.000110599249438915	"63967/51514/8870/1026/1111/983/90381/641/5347/672/29980"	11
"271"	"ES_Adultos"	"GO:0002676"	"regulation of chronic inflammatory response"	"6/1136"	"10/18870"	7.99919380522352e-06	0.000157613744606626	0.000122810234717233	"3565/4049/7124/7128/3620/136"	6
"272"	"ES_Adultos"	"GO:0097696"	"receptor signaling pathway via STAT"	"28/1136"	"188/18870"	8.25090754741037e-06	0.00016197353561706	0.000126207317621682	"8784/149233/1545/6772/83666/54625/3558/59067/3562/1437/3567/3596/3565/7124/857/3717/1270/3601/22876/3458/8835/3479/8651/6776/9021/602/3976/5008"	28
"273"	"ES_Adultos"	"GO:0002456"	"T cell mediated immunity"	"22/1136"	"129/18870"	8.57868735765521e-06	0.000167789032142374	0.000130738664142594	"149233/6375/7292/91543/8809/3329/7855/941/3565/6891/80328/80329/196/64005/7186/5027/970/3383/3594/634/5817/259307"	22
"274"	"ES_Adultos"	"GO:1900182"	"positive regulation of protein localization to nucleus"	"18/1136"	"93/18870"	9.26075075112398e-06	0.000180465912073185	0.000140616296348279	"11315/80149/5743/83666/151636/1894/7037/7015/22948/6950/908/3717/983/3458/5901/10979/3320/5347"	18
"275"	"ES_Adultos"	"GO:0033209"	"tumor necrosis factor-mediated signaling pathway"	"20/1136"	"111/18870"	9.34517205653983e-06	0.000181446406353255	0.000141380282591832	"8784/7293/8764/9447/6772/10293/7124/7128/3717/7186/330/355/8600/10673/4792/84888/1984/8877/8792/970"	20
"276"	"ES_Adultos"	"GO:0070482"	"response to oxygen levels"	"42/1136"	"343/18870"	9.60035932040772e-06	0.000185723314852978	0.000144712784703409	"2023/205/4000/5743/5664/2034/3099/4929/7037/952/890/836/7015/3673/1958/8614/4049/7124/1026/7422/2030/4602/51142/857/29923/5327/29988/79723/84890/54541/5328/355/112399/2353/1543/3291/8140/83990/5366/596/3976/875"	42
"277"	"ES_Adultos"	"GO:0007131"	"reciprocal meiotic recombination"	"14/1136"	"60/18870"	9.67699714071405e-06	0.000185854241114075	0.000144814800456515	"378708/8438/4292/84057/9319/80010/10635/5888/7153/29893/146956/83990/201254/11144"	14
"278"	"ES_Adultos"	"GO:0140527"	"reciprocal homologous recombination"	"14/1136"	"60/18870"	9.67699714071405e-06	0.000185854241114075	0.000144814800456515	"378708/8438/4292/84057/9319/80010/10635/5888/7153/29893/146956/83990/201254/11144"	14
"279"	"ES_Adultos"	"GO:0048146"	"positive regulation of fibroblast proliferation"	"13/1136"	"53/18870"	1.11958777998289e-05	0.000214252049982336	0.000166941941596842	"890/891/3596/972/1026/4602/5154/1021/1019/3479/990/8877/3976"	13
"280"	"ES_Adultos"	"GO:0002230"	"positive regulation of defense response to virus by host"	"10/1136"	"32/18870"	1.1453654265909e-05	0.000217619431052272	0.000169565753756202	"80149/149233/9447/6772/83666/151636/3565/115004/3320/3594"	10
"281"	"ES_Adultos"	"GO:0072677"	"eosinophil migration"	"10/1136"	"32/18870"	1.1453654265909e-05	0.000217619431052272	0.000169565753756202	"6846/6375/5734/3565/6367/6346/6348/6351/6349/6370"	10
"282"	"ES_Adultos"	"GO:0045580"	"regulation of T cell differentiation"	"27/1136"	"181/18870"	1.15452866449442e-05	0.000218579804096453	0.000170314061838511	"80149/149233/7292/11221/84695/1493/941/604/3558/3659/3565/972/27166/3662/9308/639/1960/6363/3559/3902/3458/10538/8651/2175/3965/3594/259307"	27
"283"	"ES_Adultos"	"GO:0006271"	"DNA strand elongation involved in DNA replication"	"7/1136"	"15/18870"	1.18007438509108e-05	0.000220528387902572	0.000171832368729784	"5984/4172/4176/4173/10714/1763/5983"	7
"284"	"ES_Adultos"	"GO:0034501"	"protein localization to kinetochore"	"7/1136"	"15/18870"	1.18007438509108e-05	0.000220528387902572	0.000171832368729784	"55166/7272/983/9735/57082/55055/9212"	7
"285"	"ES_Adultos"	"GO:1903083"	"protein localization to condensed chromosome"	"7/1136"	"15/18870"	1.18007438509108e-05	0.000220528387902572	0.000171832368729784	"55166/7272/983/9735/57082/55055/9212"	7
"286"	"ES_Adultos"	"GO:0002711"	"positive regulation of T cell mediated immunity"	"15/1136"	"69/18870"	1.18140207804949e-05	0.000220528387902572	0.000171832368729784	"149233/6375/7292/91543/8809/3329/7855/3565/6891/80328/80329/7186/5027/3594/5817"	15
"287"	"ES_Adultos"	"GO:0071496"	"cellular response to external stimulus"	"42/1136"	"346/18870"	1.18949523657815e-05	0.00022126275030055	0.000172404572751003	"943/80149/84879/5743/467/7100/5899/4929/151556/4790/2247/5734/3673/3659/3596/1026/4521/7532/7071/3371/3992/8061/3312/1111/355/7421/1594/5027/55270/2353/2242/79077/8140/136/83990/55062/5366/8792/596/8740/25959/875"	42
