logFC	logCPM	PValue	FDR
NOSIP	-0.563989591327008	7.62883132147594	0.0171208268788131	0.401186147604493
HSPA1L	-0.579698250904795	4.07304196151623	0.017131986383046	0.401186147604493
FMNL1	-0.442679920589411	8.30765740716074	0.0171733611502054	0.401775644494286
PNMT	-1.78793459472772	-1.54417718215767	0.0172186518419283	0.402455557990556
MRI1	-0.495802246639341	5.97981434427875	0.0173037435775162	0.404063594142019
AGAP3	-0.609286031271757	4.32332938940857	0.017373715988641	0.405315882222303
TNFAIP6	2.94096786963366	-1.24622647531217	0.0173932979418006	0.405391349303302
HABP4	-0.517675405435763	6.09933421343714	0.0174106510969126	0.40541477610548
CYSLTR1	0.674459788664563	4.49867192752958	0.0174936326501225	0.406964911904679
LYNX1-SLURP2	-3.23826369158676	-3.05431732564648	0.0175953353098594	0.408147402822801
PAXIP1-AS2	0.594717541019546	5.51658261526509	0.0176018663298728	0.408147402822801
CTXN2	4.55451785072966	-3.26783232304433	0.0176095730647322	0.408147402822801
DCAF13	0.411441860081511	5.16972944876601	0.0176206153720067	0.408147402822801
FCRLB	-1.50161509470748	-1.07877974783331	0.0176429126115882	0.408147402822801
IFI16	0.652674593968114	7.65353526101407	0.0176432120579879	0.408147402822801
RIOK1	0.434023593829625	5.27334903669164	0.0177250387639076	0.409658188542538
HSPA2-AS1	2.38924410793542	-1.02274120137622	0.0177665293918859	0.410234788072047
IQCK	1.45869077116218	1.14450580739539	0.0178611092349906	0.411741344229742
NUP58	0.467852821167941	5.59386473271327	0.0178735804969424	0.411741344229742
CUTA	-0.438686439380775	6.47585389177921	0.0178815850532454	0.411741344229742
ZMAT1	0.559649227601557	6.23608772495126	0.0179396904720466	0.412603088051861
PPIF	0.538569790642257	4.81958509185137	0.0179586711936881	0.412603088051861
RBCK1	0.508442529761134	6.95400991975331	0.0179851769611112	0.412603088051861
LINC02073	2.80511827146057	-1.43795910408033	0.0179855614413509	0.412603088051861
WDR81	-0.498327243005233	5.71951087800644	0.0180964560589176	0.414070154162395
PLXNC1	0.595428575347443	4.52506200237126	0.0180993254513831	0.414070154162395
CCDC86	0.62151505678609	3.67574725446578	0.0180996026901099	0.414070154162395
ZNF107	0.621824351998946	6.25772827129563	0.0181279258549423	0.414186800844662
SLC6A6	-0.633312785668996	6.51774315981408	0.018151212314553	0.414186800844662
NETO2	1.27514642203761	1.12263267231668	0.0181548067469716	0.414186800844662
SDK2	-1.21897024308415	3.78193939309044	0.0181772763042654	0.414318267527093
TUBG2	-0.51135708560028	4.30047335039848	0.0182249744417286	0.414697477605216
IL1R1	1.55858209281549	0.197456598348637	0.0182273579817608	0.414697477605216
MTHFD1L	1.11293422579401	3.51606267675894	0.0182645714889291	0.415163252386758
ARHGEF7	-0.413152020384895	6.75285216206574	0.0183121417556035	0.41586337307437
RNF149	0.39765453765032	6.95132559582741	0.0184150627661867	0.417818061792008
KMT2A	0.693955621736805	8.07620502977726	0.0184773843058427	0.418732184389579
RNF175	-0.903454157302477	4.84652631396393	0.0184891222189035	0.418732184389579
TRABD	-0.512772768825394	6.86715193912934	0.0185200158594928	0.419049154470402
SLFN12	1.56124954631609	1.47745454488083	0.0186298200906422	0.420805142861391
TTC27	0.473783771683214	4.6214135503228	0.018631559613767	0.420805142861391
SMG1	0.80653166838198	8.24972735475102	0.0186679463537069	0.421073616026943
MISP3	-1.52892464012497	-0.732560598971844	0.0186824309287916	0.421073616026943
FCRL3	0.772074633384304	3.83140042625202	0.0186943849044584	0.421073616026943
DENND2D	-0.630589587585485	7.22008324274738	0.0188083179814471	0.423255424339298
CHRM3-AS2	-0.425792121891179	6.74192677121397	0.0188436934175106	0.423447964267877
HSALR1	1.46310667789815	-0.614400991684515	0.0188510243377449	0.423447964267877
CDKN1A	2.02856356913021	1.82827669585626	0.0190135688861739	0.426061631515984
MICB	0.659268331651931	4.80614045609727	0.019018002827812	0.426061631515984
ANKRD33B	1.73138723615972	2.12287617399105	0.0190378418127113	0.426061631515984
FOXN3-AS1	1.5669947328494	-0.822211890811568	0.0190481777941066	0.426061631515984
RBM38-AS1	0.974229398573315	2.04903736240875	0.0190532823642577	0.426061631515984
HCAR2	3.03115146056834	-2.95730673138201	0.0191325061223394	0.427447765160266
GNA15	1.53180887460154	1.84201164035016	0.0191610068164967	0.427699197157788
PLA2G4B	-0.548830070778429	6.69210940832324	0.0192540776392235	0.429031647121704
MANBA	-0.499447133339864	5.46922943512378	0.0192553015543553	0.429031647121704
RMDN2	1.15458023397506	2.35603476605707	0.0193099159266309	0.429783279112379
TEP1	0.49737474104623	6.02145818903363	0.0193236967704465	0.429783279112379
C1orf226	-2.34678830845971	-2.62052463968927	0.0194024584893394	0.431106803720324
MXI1	-0.430692094659262	6.2510401642754	0.0194179724890359	0.431106803720324
LINC02951	4.41915338054938	-3.32954685123477	0.0194547397043496	0.43138346313466
TNFSF12	-0.51506399815429	5.27370209742247	0.0194652242125765	0.43138346313466
JUNB	0.539935735102124	6.82644083084077	0.0194898175707896	0.43154284458751
IL1RL1	2.35910079902243	-0.876118593036067	0.0195298413866477	0.432043297544582
STAT5A	0.58060621121252	7.75477711830954	0.0195860944460548	0.432901565211866
SLC22A17	-0.595871355867325	4.62208739865676	0.0196636271681975	0.433967426574913
BIN3	-0.412488463419848	5.00390014018792	0.0196693168059277	0.433967426574913
PSMB8-AS1	0.630386209428231	7.26359268556646	0.0197076395770597	0.434426447885782
WDR1	0.40583737183292	8.65449870541328	0.0197322696466542	0.434500392599519
TMEM139	2.38035349754027	0.12303672460847	0.0197505023631666	0.434500392599519
RRP15	0.523636604027951	4.60220964537034	0.019763556710039	0.434500392599519
MGAT1	-0.43678622190909	7.51232652652545	0.0197861169041374	0.434611083353148
HAVCR1	-0.50126335894625	4.37333396191084	0.0198480363700711	0.43558535747026
ABCA2	-0.593521315821027	4.84016678878432	0.0198781492954915	0.435860499008747
LINC02014	4.79009537219114	-3.18157185681771	0.0199119775966091	0.436162229173147
CAPN5	-1.02453872964834	2.55774569239613	0.0199270859975473	0.436162229173147
CYP51A1	0.753370028201368	4.80448945695372	0.0199733286648471	0.436788869100127
IFNAR1	0.445731258577275	6.65505381338359	0.020003455922601	0.437062293766151
GNG4	2.77650189926623	-1.6362212003176	0.020100251833767	0.438790620797171
HOMER1	1.34624420401345	0.722011441979694	0.0201428276447114	0.439333318171679
LDLR	0.78500421397058	5.73227649594386	0.0202082512758731	0.439995544722298
ADO	0.641108557823042	4.94943989986394	0.0202469081704869	0.439995544722298
GALNT11	0.497125175075824	5.51116647582442	0.0202565349529925	0.439995544722298
GDPD5	-0.833809335760823	3.8869172366695	0.0202608158144979	0.439995544722298
NUCB1	0.552907061504627	6.49590310164418	0.0202619021764129	0.439995544722298
ARPC5	0.410948187967416	7.35645855614643	0.0202864996822565	0.440144274383447
HK1	0.392237681821375	6.9381397331251	0.020403464353936	0.44193163780336
LPGAT1	0.560020920171465	5.1985363139937	0.0204045213631537	0.44193163780336
HELB	1.39211557204087	3.79783590354488	0.0204983292859016	0.443575975533223
DUS2	-0.586999053692276	3.67021627446656	0.0207090331497427	0.447611891475017
KCNK6	-0.462876335210071	4.98930825448722	0.0207209343688584	0.447611891475017
RNF19A	0.612744350213655	6.38880844896234	0.0207427115832882	0.447692345129648
PCK2	0.649731559796163	3.75673022887341	0.0208013304537911	0.447758967275037
VGLL4	-0.433699923352754	5.08942824286611	0.020816010443416	0.447758967275037
OMA1	0.472714219806617	5.6975644809435	0.020823177193172	0.447758967275037
RBM25	0.530193804519315	8.16117896370417	0.0208314713357299	0.447758967275037
CIDEB	-0.675120153405757	3.83391166889043	0.0208504405444956	0.447758967275037
PAICS	0.443433182506248	5.88202997435201	0.0208541315054102	0.447758967275037
SLC16A10	-0.775256579995306	4.63709038710543	0.0209291412031866	0.448616931056096
ACAP3	-0.485352580466915	5.18101810719931	0.0209587736865488	0.448616931056096
PEAK1	0.559583735572505	4.41290325071933	0.0209599109942011	0.448616931056096
ARHGEF35-AS1	-0.59082833140411	6.40490356842518	0.020966451191339	0.448616931056096
NAA40	-0.431719282728427	5.10347629474984	0.0210060794768519	0.448991833558098
TNFSF8	0.527269072298829	5.64228629370918	0.0210332875116886	0.448991833558098
SH3BP2	0.710617582184723	5.79512431128043	0.0210382882614021	0.448991833558098
MAP4K2	-0.441541249165744	7.43346081990209	0.021084097477982	0.449582573823281
MMAA	0.667522643774204	3.3607075281355	0.0214496237227229	0.456983864862375
ZNF219	-0.720632694849521	2.95137862268225	0.0215029866700491	0.457224410408832
HDAC1	-0.447630848324271	7.68866626015236	0.021536120272658	0.457224410408832
NOCT	1.01169989430045	1.28523087534088	0.0215514292656332	0.457224410408832
FKBP1B	-1.63841614934154	-1.8759827982276	0.0215527962343747	0.457224410408832
MARCHF10	-1.97300529383204	-2.45938527037302	0.021553100357592	0.457224410408832
HOMEZ	0.51343841943899	4.17383049246966	0.0215731249996492	0.457258057150685
VPS13C	0.84949974136187	7.57028622645371	0.021617023966151	0.457797247939009
ALDH7A1	-0.997749435924381	1.32184849820691	0.0216658690562671	0.458440176387686
ELF1	0.48205840067215	7.77857731095696	0.0217501175686751	0.459830490695289
TRIM44	0.456691008552762	7.43721266754385	0.0217774179026836	0.460015491114694
PGAP1	1.09282839745086	3.5302212199945	0.0218901821177464	0.461416616315403
DHX36	0.475926557733162	6.43216838247777	0.0219177639933658	0.461416616315403
SLC7A5	1.4976543510761	2.73887599269718	0.0219236626109914	0.461416616315403
TRAF3IP2	-0.512121661451116	4.08671251167212	0.021935360722361	0.461416616315403
FRAT2	-0.486076831013282	5.18985046153765	0.0219509705482503	0.461416616315403
SCIN	1.2612665886365	-0.0277090663523236	0.0219553855902325	0.461416616315403
ADCY7	-0.870699222220478	6.18727522913154	0.0220293749905132	0.462579568492581
SLFN12L	1.02233803879446	6.66150939716561	0.0220836089890858	0.463326073875075
TGS1	0.386961821189135	5.4527773703194	0.0221062347269799	0.463408719352811
C5AR2	-1.27898892366669	-0.406518886713073	0.0221293490372942	0.463501458425556
SFXN3	-0.486713497285046	5.61331918136143	0.0221677343027462	0.463713593677749
USP15	0.551161974609226	7.51872252935234	0.0222069967941586	0.463713593677749
NIBAN1	0.867583418157942	3.97226341233883	0.0222072697688709	0.463713593677749
PSMA1	0.401384045818742	6.61569478930098	0.0222142727242698	0.463713593677749
PDIA6	0.41316242335591	6.62685354655126	0.0224449594623091	0.46813502918907
PCGF5	0.676771742117769	6.2402881394474	0.0225372121879506	0.469664138696627
TRIM65	-0.448680391853814	6.00487278526468	0.0226017986149843	0.470614612806881
NDRG2	-0.626556070755162	3.93298001506225	0.0227083642492867	0.472436849847366
LINC01160	1.95534749253196	-0.43948200101484	0.0227507178190764	0.472921249954129
RASGRP3	1.13480990266299	2.54958136899581	0.0228247322500141	0.47406242468015
DLD	0.413340115327055	5.47844788474573	0.0229016645063657	0.475028430806364
GOLGA7	-0.386565745863767	6.50736318904856	0.0229095529353769	0.475028430806364
BEX3	-0.487408631634077	5.54171146743347	0.0231065038864138	0.47871193807784
RELL2	-0.633466245117473	4.57716808677339	0.0231804131671544	0.4795290575022
PDE9A	-0.787867166753099	4.06593995422124	0.0231888970243758	0.4795290575022
ANXA11	-0.461688123217772	7.95515930790218	0.0232039545547256	0.4795290575022
MAP3K12	-0.539525162204315	4.60322758553599	0.0232416800953639	0.479908763268051
LYPD5	2.07817988726125	-0.114670102094479	0.0233606534540683	0.48196409734396
PYROXD2	-0.671026258039641	3.50631292440796	0.0234360113586541	0.482078537739191
SH3BP5L	-0.372873980051603	5.85146498320099	0.023437193591628	0.482078537739191
TMEM154	-0.492090172653418	4.84544509556044	0.0234543735626905	0.482078537739191
CCR8	1.4859477670543	-0.174532625857109	0.0234632516504942	0.482078537739191
PRKCQ	-0.363083879014176	6.55931272133734	0.0234665388120662	0.482078537739191
FAM131C	3.79372235341905	-2.57310973206776	0.0234828369526571	0.482078537739191
CA3-AS1	2.37424437929151	-2.68860630572943	0.0235057262944238	0.482149302212916
TCF7	-0.515110454972406	10.1854467349439	0.0235723914869671	0.483117137591155
MCOLN2	1.46551843216431	3.17881623032405	0.023609292652201	0.483473863321166
GLS	0.747174817901666	7.4061408704669	0.0236749356864227	0.484221571915072
PAFAH2	-0.491031664307294	5.18442558196627	0.0236848569189476	0.484221571915072
TRIM26	0.451241670411139	5.92929382916135	0.0237581812711604	0.485320541469116
CDC42SE1	-0.399305454917025	9.63227959900105	0.0240292180112356	0.49045315017336
ZFP3	0.513775857987106	4.05837463678358	0.0240964495651005	0.491420931550104
MIR663AHG	1.6382150804667	-1.04392039944545	0.0241314616367006	0.491702939520377
MALT1-AS1	1.26780507386793	-0.118423954109478	0.0241499326721166	0.491702939520377
APLF	0.722731255874116	2.77475913803633	0.0242292201163754	0.492912575607871
ARK2C	2.86837041114694	-3.01438089195871	0.0243181238414357	0.494315699298168
TSEN54	-0.5243374103824	5.75307092938192	0.0243886081055103	0.495011177922733
SEC61B	0.53720153962937	4.93984408348907	0.0243922601484568	0.495011177922733
RFX1	-0.441458131942176	4.69475430029457	0.0244173634379672	0.4951154504482
HERC5	0.922153146688251	5.07242206479989	0.0245515511252407	0.497429670224545
C17orf107	1.23576663719817	0.190601421609451	0.0246028337481613	0.497430864702481
ARL8A	-0.44735399624809	4.85998548881435	0.0246289456858785	0.497430864702481
RASSF3	-0.40190069748292	7.18537536667453	0.0246604051029083	0.497430864702481
FERRY3	0.597630787552992	4.39310879865997	0.0246638244765056	0.497430864702481
ATP10B	2.33390111899994	-2.17208746934273	0.0246643593451297	0.497430864702481
USP10	0.448606316619707	6.57168070524088	0.024671961110692	0.497430864702481
RGS19	-0.624846016029183	4.02114059799375	0.0248281747937335	0.500173766620469
LINC01259	-1.24606868483763	1.54058679666097	0.024864694361951	0.5005028859432
MRPS6	-0.485641454188211	6.4608425275302	0.0249425007743899	0.501625026428974
ENG	-0.971589078683863	1.97820901158163	0.0249608969157367	0.501625026428974
PANX1	1.07213569081555	3.1410090407641	0.0249896121170397	0.501637081515174
DIP2C	-3.95186770293347	-1.4509027105273	0.0250019530123293	0.501637081515174
ZBTB1	0.542043704603408	7.60132129703766	0.0250509469847996	0.501992610335446
ATF3	2.40041988681055	0.978080170137399	0.0250605552304731	0.501992610335446
CALM1	-0.395056630089314	9.05818486783843	0.0250804001857179	0.501992610335446
ZFP36L2	-0.380408578935862	9.07258348547435	0.0253030325100272	0.506040244529165
NMU	-4.63636934485776	-3.40078682148755	0.0253539102153443	0.506495063865155
MISFA	1.98688678454388	-2.53832543170808	0.0253809220990216	0.506495063865155
BLMH	-0.403019543859389	5.80548063126809	0.025387046428662	0.506495063865155
NPHS1	2.79290625686092	-3.02729667145187	0.0254369030425501	0.506716966862801
EFNA1	-1.20360432139148	2.73365828787877	0.0254680241873972	0.506716966862801
AMIGO2	0.797732126117032	5.16778327658787	0.0254707239883176	0.506716966862801
KLF13	-0.418359940327897	8.02520480561864	0.0254989539394236	0.506716966862801
DENND11	0.5635174415833	7.58787405169044	0.0255149377955287	0.506716966862801
RALB	0.901957598073409	5.41103173642338	0.0255583577605663	0.506716966862801
S100A4	-1.08758644853197	6.37002903192489	0.0255850548310965	0.506716966862801
SDAD1	0.358698217542997	6.12863966639905	0.0255856252964203	0.506716966862801
RAD51-AS1	-0.413035254211753	6.14117693976977	0.0255993678487217	0.506716966862801
RAB8B	0.715849202991429	6.30977820445303	0.0256024984668369	0.506716966862801
PRRT1	-0.785524832354544	2.82186948802253	0.0256411695063299	0.507077641616806
MR1	0.600539650222072	5.38646454954706	0.0257225430250795	0.508281549385616
GALNT10	0.380838612428447	5.31488916318858	0.025848157304643	0.510357048565161
SETX	0.52951500734829	7.58884229746857	0.025923834338212	0.511444047536452
CPEB4	0.902131837153226	3.39360024212517	0.0259505660457636	0.511564457367958
AMZ2P1	1.04146185949929	1.84490626996955	0.0260133531510559	0.512356359399423
CCDC42	1.8907669445905	-1.14015631967815	0.0260320582621587	0.512356359399423
HEATR1	0.526569400634765	5.81064709251962	0.026062066721682	0.512369956780696
ZC3H7B	0.384421613154777	6.55335999142648	0.0260740709487172	0.512369956780696
ZUP1	0.560114079428907	3.80089621973673	0.0261863024357818	0.513878787342993
GEN1	0.837774466358446	3.24289189558215	0.0261980175964832	0.513878787342993
NIBAN2	-0.928571800132222	2.46076941388903	0.0262130193148468	0.513878787342993
PNKD	-0.56135983895003	4.54920210689087	0.0262513148282944	0.514091896493937
ALCAM	0.846739760194988	2.5539938648435	0.0262948432366052	0.514091896493937
MYO1G	-0.573159112075145	4.68478625020085	0.0263243974547567	0.514091896493937
ZNF281	0.527959478442357	5.27895388890901	0.0263336146601424	0.514091896493937
SHMT2	0.429271221872099	5.75081818606012	0.0263340462287245	0.514091896493937
RAB30	0.694429534691773	4.59709622834717	0.0263482721256419	0.514091896493937
NDUFV2	0.583267495887481	6.32070079823947	0.0264133829867307	0.514957142050264
LRRC45	-0.599644811308014	4.04995770643653	0.0264805997596044	0.515862052975986
C8orf44-SGK3	4.9945009702374	-3.01719918203573	0.0265169325204829	0.516164371723278
GK-AS1	4.7114361704887	-3.16973176932456	0.0265963777038651	0.517304761316196
SNAI3	-0.905870758098539	2.73926571057987	0.0266231182848042	0.517419051994405
